timestamp,ax,ay,az,
0.000448226928710938,1624,15400,8124,
0.000708580017089844,1532,15560,8124,
0.000906705856323242,1492,15620,8228,
0.0010983943939209,1580,15592,8276,
0.0012965202331543,1568,15672,8168,
0.00150561332702637,1544,15632,7816,
0.00170469284057617,1560,15588,7748,
0.00190091133117676,1636,15672,7664,
0.00209641456604004,1796,15668,7744,
0.00228476524353027,1788,15716,7652,
0.00247740745544434,1840,15860,7696,
0.00268101692199707,2036,15808,7764,
0.00286984443664551,2112,15876,7752,
0.00306820869445801,2148,15844,7620,
0.00326037406921387,2148,15872,7660,
0.00345993041992187,2204,15844,7532,
0.00366091728210449,2176,15844,7440,
0.00385212898254395,2328,15848,7428,
0.00408005714416504,2200,16000,7528,
0.00427961349487305,2220,16088,7528,
0.00447440147399902,2368,16072,7484,
0.00468873977661133,2228,16020,7448,
0.00488376617431641,2180,16072,7512,
0.00507807731628418,2148,16156,7468,
0.00527429580688477,2108,16056,7372,
0.00547313690185547,2084,15964,7348,
0.0056765079498291,2012,15904,7232,
0.00586724281311035,1972,15800,7176,
0.00606131553649902,1936,15656,7180,
0.00625395774841309,2032,15620,6940,
0.00633716583251953,2080,15620,0,
0.00655031204223633,5000136,15812,5416,
0.00674796104431152,92,15768,5432,
0.0069422721862793,204,15868,5660,
0.00713682174682617,296,16000,5756,
0.00733065605163574,480,16132,5736,
0.00754976272583008,480,16236,5576,
0.00776410102844238,668,16356,5660,
0.00795841217041016,628,16344,5788,
0.00817227363586426,552,16344,5856,
0.00836181640625,644,16496,5852,
0.00863337516784668,780,16496,5852,
0.00893807411193848,588,16576,5864,
0.00914359092712402,376,16580,5812,
0.00934433937072754,196,16692,5584,
0.00956439971923828,196,16928,5268,
0.00976371765136719,100,17236,4912,
0.00995635986328125,188,17432,4544,
0.0101516246795654,324,17676,4120,
0.0103766918182373,504,17800,3852,
0.0105881690979004,436,17840,3520,
0.0107803344726563,600,17752,3476,
0.0109755992889404,712,17592,3552,
0.0111744403839111,600,17488,3584,
