ax,ay,az,label
1212,14424,8152,A
1240,14716,4868,A
728,16532,2968,A
408,16644,7664,A
408,16080,7388,A
548,15424,6560,A
944,15084,6292,A
1168,15084,8156,A
1012,14428,5796,A
1132,14648,5796,A
740,16368,2516,A
388,16644,7304,A
576,16124,7580,A
960,15472,6892,A
1244,15184,5976,A
1092,14652,7880,A
1128,14448,6360,A
828,15996,2312,A
320,16772,6604,A
568,16144,7416,A
568,15484,6896,A
816,15236,5924,A
1060,15236,7776,A
1016,14708,7092,A
1068,14376,2420,A
884,15708,2420,A
360,16812,6128,A
480,16224,7484,A
724,15552,7036,A
1128,15156,5972,A
1128,14660,7456,A
984,14316,7412,A
880,15468,2752,A
292,16748,5512,A
348,16236,7700,A
568,15624,7212,A
568,15204,5824,A
932,14828,7032,A
912,14828,7652,A
1024,14328,3152,A
916,15160,4708,A
332,16740,4708,A
244,16336,7512,A
448,15656,7340,A
1088,15212,6136,A
1172,14980,6972,A
1112,14396,8096,A
1088,14996,3820,A
372,16676,3828,A
400,16460,7620,A
580,15852,7084,A
1012,15280,6208,A
1012,15072,6644,A
1216,14508,8072,A
1040,14508,4604,A
1080,14816,3092,A
652,16400,3092,A
456,16396,7508,A
568,15888,7128,A
960,15324,6352,A
1244,14992,6328,A
1236,14480,8036,A
1256,14488,5540,A
940,16120,2520,A
376,16544,7156,A
648,15996,7192,A
1076,15444,6824,A
1336,15080,6200,A
1336,14568,7968,A
1308,14396,6624,A
1292,14396,2392,A
1088,15788,6540,A
472,16720,6540,A
576,16340,7360,A
836,15676,6996,A
1168,15160,5968,A
1164,14608,7604,A
1280,14136,7500,A
1220,15244,2840,A
564,16716,5352,A
616,16348,7516,A
772,16116,7068,A
964,15612,5856,A
964,14780,6860,A
816,14056,7736,A
916,14648,3680,A
1188,14648,4288,A
752,16356,7648,A
620,16368,7648,A
748,15844,7152,A
1144,15388,6248,A
1196,15020,6576,A
1108,14240,7956,A
1148,14572,4728,A
776,16220,2980,A
520,16504,7336,A
728,16008,7192,A
940,15408,6636,A
1156,15028,6376,A
1156,14560,8100,A
1164,14464,6056,A
1244,14464,2480,A
816,15944,6852,A
352,16548,7100,A
656,16096,7100,A
1000,15548,6780,A
1372,15196,6080,A
1248,14736,7748,A
1216,14472,7208,A
1104,15540,2932,A
536,16640,6016,A
560,16176,7024,A
776,15676,6804,A
1204,15196,6112,A
1080,14844,7380,A
1080,14428,7816,A
1116,15100,3604,A
1116,15100,4992,A
496,16436,7300,A
476,16104,7300,A
744,15572,6844,A
1232,15120,6080,A
1220,14908,6772,A
1252,14540,8016,A
1184,14820,4808,A
608,16260,3852,A
520,16372,7184,A
656,15904,6928,A
988,15312,6292,A
1184,15160,6284,A
1128,14688,8172,A
1128,14596,6020,A
1220,15944,3004,A
800,15944,6580,A
344,16508,6780,A
580,16044,6780,A
892,15564,6584,A
1240,15240,5964,A
1204,14884,7652,A
1220,14480,7244,A
1040,15468,3240,A
488,16448,5728,A
572,16172,6988,A
716,15672,6792,A
1184,15264,6036,A
1160,14964,7188,A
1120,14436,8032,A
1120,15004,4232,A
1088,16396,4316,A
588,16396,7168,A
600,16264,6744,A
800,15780,6744,A
1048,15240,6196,A
1220,15120,6380,A
1132,14628,7976,A
1276,14656,5616,A
908,16072,3356,A
516,16496,6748,A
760,15976,6744,A
988,15396,6472,A
1320,15172,6040,A
1280,14780,7848,A
1280,14408,7040,A
1236,15444,3132,A
1032,16496,5796,A
596,16496,6980,A
640,16100,6832,A
864,15604,6832,A
