ax,ay,az,
2456,15796,4324,
2508,15800,4336,
2640,15756,4184,
2644,15636,4272,
2644,15728,4272,
2648,15744,4196,
2616,15744,4304,
2664,15724,4240,
2692,15696,4240,
2632,15780,4296,
2592,15792,4312,
2628,15780,4296,
2636,15784,4232,
2624,15732,4220,
2616,15772,4352,
2660,15776,4380,
2600,15808,4308,
2552,15760,4200,
2604,15672,4320,
2616,15704,4336,
2616,15768,4212,
2680,15728,4328,
2596,15728,4240,
2676,15744,4200,
2660,15756,4256,
2608,15728,4256,
2464,15716,4224,
2564,15664,4224,
2592,15692,4224,
2560,15728,4404,
2504,15740,4288,
2576,15740,4176,
2600,15680,4244,
2552,15644,4200,
2544,15600,4176,
2464,15640,4192,
2448,15668,4224,
2448,15716,4212,
2368,15656,4248,
2400,15656,4288,
2440,15624,4288,
2468,15680,4288,
2528,15684,4364,
2464,15680,4296,
2404,15760,4268,
2340,15772,4320,
2476,15772,4136,
2512,15724,4152,
2420,15688,4276,
2296,15660,4288,
2368,15632,4304,
2300,15580,4296,
2364,15620,4292,
2364,15696,4256,
2392,15748,4176,
2292,15748,4328,
2388,15760,4380,
2428,15756,4380,
2288,15700,4388,
2020,15696,4244,
1896,15804,4220,
1900,15784,4240,
1620,15736,4216,
1304,15784,4144,
1924,15900,4120,
2576,15816,4340,
2792,15688,4396,
3028,15896,4404,
3072,15912,4344,
3072,15936,4324,
2796,15872,4392,
2776,15940,4312,
2764,15940,4280,
2588,15920,4280,
2440,15960,4280,
2280,15892,4196,
2304,15784,4200,
2244,15768,4176,
2212,15796,4160,
2276,15904,4212,
2112,15860,4128,
2208,15792,4144,
2288,15960,4212,
2324,15928,4192,
2140,15884,4160,
2244,15860,4056,
2244,15848,4132,
2100,15956,4136,
2304,15956,3940,
2224,15932,4060,
2256,15928,4060,
2264,15860,4032,
2080,15980,3976,
2188,15968,4140,
2164,15984,4104,
2204,16088,4100,
2252,15992,3968,
2188,16036,4092,
2248,15964,4024,
2228,16024,3976,
2236,16032,3960,
2324,16048,4028,
2324,16096,3992,
2148,15984,4012,
2292,16000,3872,
2368,16000,3968,
2412,16024,4060,
2368,15988,4060,
2372,15916,3984,
2348,16028,3908,
2376,16040,3900,
2400,16052,3868,
2376,16092,3928,
2360,16092,3892,
2320,15984,3976,
2348,16124,3964,
2404,16076,3948,
2528,16028,3936,
2408,16036,3884,
2408,15976,3940,
2528,16052,3920,
2496,16052,4064,
2492,15956,3900,
2468,16144,3900,
2528,16076,3912,
2500,16080,3940,
2624,16044,3860,
2552,15960,3816,
2632,16064,3676,
2588,16088,3760,
2484,16072,3916,
2612,16056,3884,
2608,16100,3820,
2612,16000,3852,
2500,16028,3796,
2500,16084,3792,
2552,16068,3808,
2684,16068,3912,
2616,16000,3908,
2600,15916,3708,
2580,15996,3708,
2656,16060,3784,
2508,15984,3840,
2620,15944,3872,
2596,16004,3592,
2576,16148,3576,
2572,16064,3740,
2616,16012,3784,
2592,16000,3892,
2552,16004,3796,
2556,15952,3760,
2488,15944,3816,
2488,15940,3864,
2640,15976,3760,
2508,15976,3640,
2656,15968,3812,
2640,15956,3812,
2528,15964,3812,
2616,15960,3944,
2556,15924,3780,
2408,15980,3600,
1868,16772,4356,
2216,17628,5064,
2280,17720,4736,
2056,17564,4612,
1972,17600,4088,
2320,17528,4028,
2328,17068,3956,
2328,16648,3404,
2136,16452,3256,
2404,16452,3416,
2464,16404,3516,
2420,16176,3260,
2508,15884,3260,
2332,15588,3136,
2512,15480,3152,
2600,15492,3488,
2588,15380,3676,
2192,15148,3816,
2596,15324,3868,
2964,15368,3628,
2480,15340,3836,
2472,15340,3996,
1716,15620,4248,
172,18896,7540,
172,19904,7656,
800,18556,5552,
208,18556,2732,
1232,17164,2364,
2004,16948,2364,
2712,16740,2400,
2136,16052,2700,
1900,15396,2636,
2672,15492,2784,
2968,15636,3708,
2732,15280,4112,
2688,14984,4076,
2840,14988,4136,
3684,15264,3648,
2688,14644,3600,
3088,14588,4184,
3088,15072,3732,
3272,15244,2348,
2020,15244,3084,
2428,16080,4512,
2120,16296,5652,
512,16028,5652,
2252,17328,5724,
4388,18268,3400,
4256,17572,2436,
2580,16300,3224,
4428,17836,3284,
4872,17888,2500,
4780,16048,2196,
2060,14848,1052,
1524,15112,5188,
3284,15616,5516,
2620,15076,3596,
2620,14212,1900,
2712,13928,832,
3608,13928,2696,
2848,14016,4424,
3020,14732,4424,
3216,15240,4892,
2784,15360,5332,
2736,15408,5124,
2776,15236,4280,
3040,15336,4816,
3336,15644,4820,
2828,15516,4964,
2872,15560,4656,
3020,15708,4508,
3124,15788,4404,
2944,15780,4360,
2944,15640,4288,
2736,15704,4520,
2860,15704,4804,
2784,15792,5300,
2848,15972,4760,
3024,16040,4760,
3300,16120,4348,
2796,15780,4228,
2464,15364,4052,
2804,15224,3628,
2996,15508,3832,
2472,15484,4128,
2724,15420,4060,
2548,15268,3660,
2704,15220,3140,
2844,15392,3720,
2844,15500,3772,
2776,15512,3632,
2776,15540,3444,
2724,15540,3404,
2880,15500,3596,
2688,15300,3596,
2604,15296,3792,
2848,15360,3472,
2684,15444,3376,
2604,15296,3492,
2704,15140,3204,
2404,15040,3348,
2468,15092,3408,
2452,15104,3528,
2488,15212,3920,
2376,15240,3932,
2620,15268,3728,
2620,15200,3880,
2268,15292,4004,
2356,15292,4164,
2460,15352,4000,
2368,15508,4000,
2376,15608,4028,
2372,15520,3928,
2372,15628,4116,
2652,15664,3932,
2604,15668,4124,
2648,15712,4124,
2564,15748,4124,
2508,15784,3952,
2556,15792,3996,
2556,15868,4172,
2416,16024,4332,
2416,16168,4336,
2404,16276,4280,
2364,16580,4468,
2544,16580,4168,
2400,16676,3912,
2428,16136,3912,
2572,15744,3744,
2456,15956,3832,
2436,16416,3908,
2448,16572,3880,
2360,16680,3864,
2332,16772,3812,
2256,16852,4060,
2312,16904,4160,
2364,16868,3920,
2240,16792,3616,
2284,16756,3732,
2284,16748,3816,
2280,16752,3828,
2292,16752,3816,
2192,16756,3660,
2148,16732,3660,
2180,16624,3644,
2132,16540,3692,
2188,16576,3644,
2132,16444,3704,
2088,16396,3716,
2156,16440,3788,
2152,16264,3780,
2096,16228,3764,
2072,16200,3812,
2204,16120,3776,
2236,16108,3864,
2236,16068,3880,
2192,16036,3944,
2200,15968,3984,
2252,15968,4076,
2260,15940,4012,
2384,15804,4012,
2352,15764,4072,
2452,15748,4108,
2352,15756,4068,
2532,15768,4120,
2508,15732,4128,
2540,15808,4148,
2500,15704,4192,
2556,15728,4036,
2644,15708,4036,
2660,15732,4156,
2676,15716,4212,
2676,15720,4152,
2644,15724,4188,
2792,15724,4104,
2824,15796,4064,
2872,15792,4064,
2864,15752,3976,
2792,15804,4016,
2736,15800,4072,
2840,15740,4076,
2820,15804,4052,
2788,15872,3984,
2832,15836,3992,
2764,15768,4060,
2836,15780,4136,
2872,15892,4044,
2900,15820,4036,
2900,15804,4032,
2800,15824,4064,
2764,15824,4020,
2720,15832,4072,
2732,15868,4092,
2748,15808,4092,
2708,15832,4084,
2656,15864,3972,
2588,15892,4016,
2640,15860,4064,
2620,16000,4072,
2596,15940,4176,
2548,15896,4224,
2524,15864,4252,
2572,15964,4136,
2464,16036,4184,
2380,15976,4192,
2380,15972,4128,
2384,15980,4036,
2360,15980,4112,
2360,16092,4092,
2388,16024,4092,
2352,16068,4148,
2392,16024,4068,
2404,16076,4208,
2400,16100,4044,
2408,16080,4080,
2432,16028,4196,
2492,16164,4184,
2380,16128,3956,
2340,16052,4176,
2284,16072,4232,
2312,16100,4152,
2312,16068,4144,
2244,16040,4256,
2240,16040,4216,
2184,16040,4132,
2276,16088,4132,
2268,16064,4000,
2268,16060,4032,
2204,16160,3996,
2232,16100,4048,
2276,16096,4036,
2284,16120,4176,
2284,16136,4216,
2200,16136,4164,
2108,16080,3992,
2160,16104,4024,
2200,16100,4052,
2200,16020,3908,
2140,15984,3916,
2140,15984,4032,
2136,16060,4044,
2088,16120,4044,
2140,16072,4044,
2016,16036,4032,
1932,16036,3988,
1964,16040,4052,
1920,16020,4084,
1948,16084,3972,
2104,16188,3860,
2132,16140,3840,
1996,16008,3920,
2088,16024,3736,
2036,15952,3864,
2072,15988,3836,
2072,15988,3824,
1992,16040,3808,
1972,16040,3824,
1924,16164,3820,
1984,16168,3820,
1996,16084,3724,
1932,16044,3836,
2024,15984,3780,
1972,16024,3760,
1996,15960,3820,
1980,16008,3716,
2076,16024,3768,
2064,16000,3660,
1996,16004,3704,
2012,16008,3752,
2088,15988,3704,
2088,16060,3648,
2048,16040,3848,
1960,16040,3764,
2052,16028,3580,
2176,16056,3636,
2252,15976,3636,
2060,16060,3648,
2100,16032,3556,
2188,16016,3648,
2204,16048,3652,
2064,15960,3664,
2188,16036,3844,
2184,15968,3700,
2176,15988,3476,
2228,16016,3656,
2164,15996,3916,
2164,15988,3776,
2184,15944,3748,
2160,15960,3708,
2356,15960,3660,
2328,15956,3572,
