ax,ay,az,label
3600,13464,9536,
3540,13544,9532,
3540,13612,9480,
3432,13568,9476,
3456,13568,9456,
3480,13556,9520,
3472,13588,9520,
3420,13536,9504,
3392,13504,9304,
3436,13488,9452,
3312,13384,9508,
3304,13488,9488,
3332,13524,9548,
3304,13532,9636,
3248,13452,9452,
3244,13540,9464,
3224,13592,9416,
3200,13468,9400,
3200,13532,9372,
3388,13496,9364,
3348,13496,9424,
3240,13484,9432,
3224,13508,9400,
3256,13492,9400,
3280,13420,9472,
3300,13504,9568,
3316,13560,9596,
3336,13476,9532,
3288,13428,9500,
3312,13556,9584,
3252,13496,9576,
3188,13492,9400,
3200,13484,9500,
3340,13488,9504,
3340,13512,9664,
3320,13508,9556,
3300,13392,9608,
3224,13392,9532,
3316,13408,9480,
3304,13508,9480,
3408,13512,9480,
3380,13496,9532,
3324,13380,9608,
3272,13476,9608,
3376,13572,9620,
3356,13500,9556,
3328,13508,9560,
3372,13600,9676,
3288,13484,9536,
3276,13544,9540,
3364,13532,9540,
3364,13516,9620,
3300,13456,9620,
3392,13456,9768,
3348,13308,9612,
3480,13416,9612,
3460,13468,9604,
3436,13392,9632,
3452,13424,9820,
3424,13516,9768,
3412,13552,9764,
3488,13500,9692,
3616,13616,9724,
3528,13620,9676,
3532,13652,9512,
3548,13676,9556,
3520,13708,9596,
3520,13776,9660,
3532,13672,9724,
3456,13672,9732,
3624,13612,9516,
3648,13740,9516,
3564,13744,9536,
3620,13752,9688,
3580,13700,9544,
3636,13708,9524,
3472,13604,9452,
3412,13556,9404,
3476,13540,9252,
3504,13516,9256,
3420,13556,9224,
3396,13488,9284,
3348,13508,9212,
3348,13472,9152,
3268,13452,9208,
3324,13452,9140,
3328,13400,8984,
3284,13392,8984,
3252,13484,8912,
3164,13588,9120,
3028,13588,9368,
3012,13600,9488,
3084,13564,9636,
3100,13528,9648,
3032,13648,9740,
2980,13680,9912,
3152,13656,10040,
3024,13644,9844,
2908,13676,9888,
2908,13604,9952,
3064,13680,9804,
3108,13680,9944,
3084,13648,9984,
3028,13624,9736,
3028,13580,9736,
3112,13596,9568,
3084,13524,9556,
3124,13476,9516,
3172,13428,9544,
3072,13580,9392,
3136,13468,9288,
3104,13492,9104,
3152,13496,9112,
3204,13524,9164,
3272,13532,9068,
3272,13480,9272,
3256,13504,9336,
3368,13568,9056,
3472,13568,9040,
3552,13540,9116,
3520,13576,9116,
3636,13564,9376,
3760,13508,9336,
3700,13592,9360,
3880,13580,9420,
3916,13540,9420,
3940,13472,9388,
3960,13468,9452,
3944,13512,9576,
3936,13544,9468,
3932,13456,9408,
3988,13512,9544,
3988,13484,9556,
3996,13520,9692,
3876,13520,9672,
3788,13512,9700,
3740,13536,9700,
3756,13500,9696,
3640,13540,9740,
3632,13500,9868,
3584,13564,9748,
3492,13572,9616,
3448,13540,9628,
3432,13528,9736,
3456,13608,9804,
3428,13576,9688,
3448,13548,9732,
3436,13556,9684,
3436,13588,9472,
3304,13588,9668,
3304,13588,9632,
3224,13556,9596,
3252,13560,9596,
3304,13648,9512,
3416,13608,9616,
3268,13656,9580,
3256,13544,9488,
3312,13504,9520,
3252,13564,9576,
3132,13488,9624,
3212,13540,9620,
3264,13532,9588,
3236,13560,9460,
3220,13580,9500,
3220,13536,9564,
3168,13480,9692,
3184,13480,9504,
3240,13532,9480,
3192,13592,9480,
3156,13652,9680,
3144,13536,9604,
3168,13508,9640,
3276,13548,9632,
3332,13552,9364,
3340,13508,9452,
3284,13532,9524,
3284,13624,9408,
3208,13644,9388,
3256,13524,9480,
3332,13484,9412,
3332,13560,9340,
3296,13588,9576,
3256,13588,9552,
3212,13540,9544,
3252,13608,9580,
3348,13580,9580,
3448,13532,9688,
3336,13556,9544,
3256,13520,9656,
3300,13592,9632,
3312,13636,9744,
3312,13656,9688,
3244,13588,9716,
3364,13676,9592,
3324,13608,9572,
3328,13628,9616,
3328,13612,9388,
3292,13612,9576,
3252,13632,9524,
3300,13632,9476,
3272,13624,9548,
3324,13624,9548,
3332,13636,9532,
3212,13600,9356,
3228,13652,9368,
3240,13620,9560,
3336,13516,9560,
3240,13520,9464,
3244,13496,9548,
3308,13520,9540,
3272,13516,9404,
3332,13504,9440,
3284,13512,9516,
3284,13548,9612,
3336,13476,9592,
3344,13476,9400,
3336,13400,9504,
3368,13484,9504,
3364,13460,9636,
3488,13444,9640,
3456,13472,9640,
3428,13572,9560,
3432,13456,9524,
3492,13504,9600,
3464,13400,9596,
3460,13392,9544,
3540,13444,9632,
3560,13440,9544,
3552,13416,9524,
3552,13440,9544,
3572,13552,9412,
3584,13552,9420,
3576,13568,9436,
3564,13468,9436,
3580,13484,9568,
3544,13488,9628,
3572,13404,9756,
3536,13372,9756,
3596,13500,9596,
3472,13584,9540,
3492,13516,9568,
3548,13504,9616,
3552,13524,9552,
3492,13512,9356,
3552,13476,9484,
3552,13420,9540,
3420,13552,9560,
3420,13552,9624,
3460,13516,9680,
3504,13448,9588,
3508,13536,9588,
3516,13544,9476,
3464,13548,9564,
3500,13532,9536,
3508,13436,9460,
3512,13488,9476,
3580,13576,9436,
3560,13532,9528,
3316,13532,9516,
3284,13540,9440,
3284,13492,9420,
3284,13512,9468,
3260,13440,9508,
3320,13432,9476,
3340,13432,9516,
3404,13376,9636,
3456,13432,9636,
3404,13400,9568,
3392,13420,9508,
3312,13376,9588,
3276,13372,9648,
3236,13436,9608,
3300,13440,9516,
3244,13408,9488,
3232,13444,9464,
3228,13436,9508,
3224,13468,9444,
3200,13408,9552,
3200,13412,9632,
3096,13456,9592,
3100,13456,9452,
3172,13360,9392,
3108,13368,9392,
3096,13376,9448,
3160,13368,9600,
3244,13376,9396,
3232,13472,9492,
3220,13444,9548,
3312,13352,9608,
3256,13360,9528,
3148,13400,9496,
3200,13356,9428,
3264,13384,9356,
3352,13324,9472,
