ax,ay,az,label
2252,14044,9052,
2288,14128,8920,
2344,14152,9084,
2376,14108,9048,
2376,14088,9096,
2344,14104,9092,
2288,14104,8924,
2352,14028,8876,
2432,14012,8876,
2436,14052,8904,
2428,14016,8884,
2360,13972,8792,
2348,14084,8688,
2276,14076,8820,
2300,14048,8864,
2200,14024,8596,
2124,14056,8752,
1972,14076,8856,
1976,14060,8800,
1984,14124,8952,
1984,14104,9124,
2024,14004,9208,
1908,14004,9212,
1884,14056,9148,
1916,14112,9376,
1964,14096,9376,
1896,14120,9400,
1924,14092,9508,
2060,14124,9492,
2088,14068,9632,
2072,14124,9452,
2036,14120,9532,
2172,14124,9468,
2080,14108,9304,
2116,14176,9224,
2092,14236,9160,
2092,14120,9136,
1960,14188,9000,
1916,14168,8984,
1884,14168,8828,
1836,14220,8792,
1764,14144,8792,
1848,14132,8840,
1884,14192,8768,
1908,14100,8712,
1988,14108,8592,
1956,14088,8580,
1984,14068,8648,
2144,14032,8588,
2228,14088,8612,
2284,14136,8800,
2412,14144,8816,
2488,14144,8820,
2488,14064,8884,
2492,13992,8992,
2624,13992,9020,
2632,14036,9204,
2724,13968,9204,
2700,13968,9172,
2820,13988,9348,
2836,14080,9200,
2836,14064,9116,
2844,14004,9068,
2804,14048,9260,
2784,13992,9296,
2724,14024,9336,
2636,14000,9360,
2628,14008,9172,
2508,13984,9192,
2508,14040,9132,
2476,14056,9172,
2400,14056,9188,
2384,14000,9144,
2320,14056,9144,
2208,14116,9168,
2136,14232,9200,
2160,14108,9300,
2168,14064,9232,
2264,14068,9096,
2244,14100,9144,
2168,14152,9264,
2124,14172,9156,
2100,14124,9132,
1964,14172,9304,
1968,14068,9296,
1968,14056,9300,
2128,14168,9228,
2164,14168,9184,
2008,14068,9048,
1976,14132,9048,
2020,14072,9016,
2036,14212,9100,
2040,14180,9112,
2004,14120,9068,
2028,14092,9120,
2104,14048,8916,
1976,14156,9024,
2080,14060,9060,
2008,14024,9040,
90,13792,9484,
2224,13756,9480,
2208,13756,9468,
2264,13692,9592,
2256,13768,9504,
2212,13760,9504,
2216,13732,9516,
2220,13760,9496,
2220,13752,9540,
2260,13720,9676,
2284,13692,9612,
2128,13664,9396,
2172,13748,9432,
2288,13768,9656,
2216,13748,9564,
2248,13640,9580,
2248,13660,9472,
2240,13724,9684,
2240,13724,9660,
2256,13716,9484,
2176,13672,9444,
2248,13676,9444,
2224,13636,9560,
2172,13684,9748,
2276,13748,9612,
2148,13772,9688,
2240,13820,9696,
2232,13656,9536,
2156,13672,9600,
2136,13728,9680,
2104,13784,9704,
2056,13800,9576,
2056,13792,9592,
1908,13744,9468,
1908,13744,9456,
1972,13640,9604,
1976,13720,9592,
1976,13680,9592,
1952,13756,9660,
2004,13764,9628,
1992,13752,9660,
1968,13788,9560,
1864,13780,9676,
1900,13720,9568,
1896,13736,9636,
1840,13776,9552,
1860,13760,9584,
1836,13700,9704,
1836,13804,9716,
1824,13768,9616,
1852,13800,9548,
1956,13800,9616,
2020,13788,9576,
2024,13704,9576,
2008,13792,9556,
2004,13764,9464,
2032,13684,9444,
2040,13692,9440,
2004,13712,9548,
2068,13684,9560,
1976,13644,9552,
1872,13628,9492,
1996,13676,9512,
2132,13684,9524,
2132,13644,9576,
2100,13684,9632,
2060,13628,9588,
2044,13628,9612,
2168,13668,9600,
2216,13580,9600,
2136,13692,9544,
2204,13768,9524,
2276,13804,9548,
2304,13748,9580,
2252,13780,9548,
2372,13780,9624,
2252,13816,9632,
2252,13748,9532,
2336,13804,9596,
2316,13968,9528,
2316,14016,9508,
2332,13980,9640,
2372,13928,9704,
2352,13928,9612,
2408,13936,9616,
2352,13892,9616,
2308,13852,9596,
2304,13764,9480,
2196,13828,9424,
2168,13836,9288,
2176,13860,9340,
2260,13816,9268,
2216,13640,9288,
2224,13540,9304,
2128,13652,9292,
2060,13672,9276,
2032,13732,9304,
2032,13716,9348,
1992,13752,9264,
1836,13752,9344,
1864,13784,9424,
1748,13816,9424,
1788,13792,9496,
1800,13828,9628,
1728,13836,9560,
1768,13812,9544,
1804,13776,9812,
1780,13868,9924,
1888,13896,9872,
1912,13876,9832,
1912,13836,9808,
1868,13824,9788,
1944,13788,9900,
1944,13784,9824,
1884,13768,9708,
1904,13768,9604,
1896,13828,9652,
1868,13804,9652,
1844,13768,9636,
1808,13820,9564,
1868,13808,9460,
1928,13824,9412,
1768,13852,9284,
1784,13804,9336,
1816,13804,9332,
1924,13860,9216,
1904,13844,9296,
1928,13904,9216,
1904,13696,9284,
1904,13832,9344,
1976,13776,9176,
2100,13776,9156,
2208,13768,9344,
2268,13736,9344,
2376,13744,9504,
2512,13680,9472,
2548,13664,9404,
2608,13736,9472,
2660,13836,9564,
2708,13748,9464,
2724,13676,9672,
2656,13740,9720,
2660,13736,9648,
2672,13756,9524,
2596,13840,9576,
2596,13828,9528,
2628,13768,9672,
2528,13768,9652,
2452,13820,9668,
2488,13836,9668,
2360,13768,9828,
2284,13880,9612,
2364,13828,9636,
2324,13860,9732,
2128,13760,9696,
2164,13752,9680,
2148,13780,9708,
2132,13732,9708,
2020,13800,9676,
2044,13856,9660,
2100,13852,9768,
2100,13844,9624,
2080,13820,9660,
2084,13820,9528,
2012,13888,9484,
1992,13860,9484,
2056,13876,9616,
2020,13760,9592,
1976,13844,9608,
2044,13748,9688,
1976,13748,9696,
2024,13752,9632,
1928,13820,9656,
1932,13816,9728,
1956,13796,9588,
1988,13848,9640,
1920,13884,9576,
1920,13752,9624,
1900,13800,9556,
1896,13800,9488,
1900,13764,9444,
1896,13660,9444,
1936,13776,9624,
1892,13740,9636,
1932,13700,9416,
1948,13656,9408,
1820,13672,9400,
1908,13708,9408,
1924,13800,9472,
1880,13652,9524,
1844,13748,9308,
1904,13752,9376,
1936,13740,9352,
1936,13668,9440,
1928,13680,9476,
1928,13680,9544,
1928,13648,9480,
1936,13672,9480,
1936,13636,9660,
1940,13636,9552,
1952,13692,9472,
1952,13780,9508,
1936,13776,9540,
1968,13768,9616,
1968,13796,9608,
1944,13684,9588,
2044,13772,9652,
2052,13788,9760,
1992,13724,9696,
1992,13768,9632,
1940,13792,9708,
2020,13792,9748,
1968,13756,9752,
1968,13824,9752,
2124,13808,9716,
1976,13820,9668,
2024,13708,9652,
2044,13780,9692,
2000,13744,9680,
2056,13748,9648,
2024,13712,9636,
1908,13728,9628,
1984,13756,9700,
2056,13760,9576,
2076,13832,9508,
2076,13752,9476,
2080,13808,9556,
2148,13808,9548,
2076,13740,9564,
2056,13832,9584,
2024,13784,9584,
2108,13772,9532,
2084,13756,9628,
2192,13800,9600,
2288,13796,9716,
2224,13916,9648,
2108,13768,9664,
2200,13732,9672,
2240,13792,9604,
2332,13776,9648,
2224,13760,9664,
2224,13676,9716,
2168,13748,9660,
2208,13748,9608,
2256,13788,9684,
2268,13684,9712,
2248,13692,9712,
2264,13696,9588,
2232,13748,9608,
2208,13696,9600,
2268,13676,9552,
2304,13832,9668,
2328,13676,9632,
2312,13708,9664,
2356,13784,9612,
2328,13844,9512,
2348,13824,9576,
2348,13752,9544,
2228,13780,9568,
2220,13780,9576,
2320,13728,9504,
2272,13712,9580,
2204,13752,9580,
2228,13752,9576,
2192,13812,9576,
2080,13800,9592,
2068,13712,9628,
2112,13704,9560,
2148,13792,9524,
2148,13720,9552,
2172,13680,9548,
2168,13720,9564,
2128,13724,9604,
2128,13728,9668,
2168,13776,9524,
2172,13776,9472,
2148,13816,9548,
2020,13788,9520,
1936,13840,9520,
1972,13716,9572,
2080,13672,9552,
2060,13660,9460,
2060,13724,9612,
2000,13700,9472,
2060,13724,9524,
2120,13684,9552,
2056,13728,9548,
2012,13724,9536,
2008,13648,9560,
2008,13688,9516,
1996,13768,9368,
2112,13728,9484,
1980,13728,9432,
1880,13612,9460,
1936,13672,9460,
2044,13708,9576,
1972,13588,9652,
1880,13620,9572,
1956,13708,9492,
2016,13704,9476,
2096,13664,9560,
2032,13612,9548,
2068,13680,9492,
2060,13724,9492,
2024,13684,9524,
2024,13700,9388,
1992,13692,9500,
2036,13684,9556,
2100,13684,9488,
2060,13728,9424,
2028,13756,9424,
2120,13748,9632,
2248,13704,9500,
2072,13628,9504,
2072,13644,9668,
2164,13668,9556,
2088,13684,9488,
2068,13672,9708,
2220,13720,9660,
2212,13608,9600,
2136,13680,9528,
2052,13668,9404,
2052,13748,9400,
2108,13732,9484,
2188,13732,9588,
2196,13740,9552,
2200,13728,9552,
2148,13752,9508,
2228,13748,9516,
2200,13732,9400,
2228,13744,9552,
2160,13700,9656,
2212,13668,9656,
2244,13712,9680,
2100,13684,9544,
2092,13732,9548,
2148,13680,9592,
2184,13724,9416,
2184,13656,9456,
2120,13680,9440,
2184,13680,9468,
2132,13636,9452,
2140,13680,9452,
2120,13728,9488,
2260,13628,9460,
2120,13656,9596,
2180,13788,9568,
2184,13760,9540,
2196,13724,9600,
2128,13756,9628,
2176,13768,9580,
2228,13808,9504,
2188,13788,9428,
2128,13672,9580,
2128,13696,9544,
2216,13700,9408,
2216,13700,9668,
2148,13764,9616,
2172,13780,9616,
2200,13704,9592,
2256,13752,9480,
2208,13672,9636,
2144,13800,9608,
2180,13776,9688,
2140,13716,9608,
2144,13764,9508,
2196,13776,9464,
2212,13788,9476,
2172,13752,9568,
2132,13748,9488,
2132,13768,9500,
2044,13740,9536,
2056,13740,9600,
2052,13764,9460,
2084,13708,9460,
2108,13748,9528,
2108,13788,9676,
2064,13748,9716,
2136,13756,9704,
2112,13780,9668,
2116,13768,9656,
2080,13788,9616,
2088,13704,9616,
1916,13688,9680,
2064,13748,9676,
2188,13796,9560,
2188,13768,9556,
2104,13800,9668,
2128,13800,9632,
2016,13764,9556,
2060,13740,9556,
2048,13780,9620,
2084,13664,9564,
2012,13656,9576,
2044,13724,9620,
2068,13740,9624,
2004,13784,9628,
2068,13724,9536,
2176,13704,9680,
2112,13704,9612,
2020,13744,9768,
2160,13744,9648,
2160,13712,9480,
2068,13748,9512,
2040,13748,9528,
1972,13852,9572,
2024,13836,9572,
2064,13880,9576,
2144,13752,9600,
2180,13708,9684,
2276,13792,9636,
2252,13708,9608,
2112,13700,9612,
2104,13756,9672,
2192,13748,9616,
2308,13764,9636,
2196,13760,9680,
2152,13724,9676,
2152,13740,9464,
2124,13720,9512,
2188,13720,9600,
2188,13788,9684,
2164,13884,9556,
2140,13808,9556,
2216,13800,9492,
2220,13772,9584,
2164,13704,9660,
2040,13780,9712,
2140,13796,9628,
2172,13760,9480,
2212,13728,9652,
2228,13656,9556,
2216,13688,9656,
2280,13736,9608,
2280,13688,9700,
2244,13620,9500,
2180,13620,9432,
2192,13680,9424,
2172,13624,9544,
2152,13636,9544,
2204,13644,9644,
2228,13788,9576,
2112,13648,9604,
2140,13676,9652,
2156,13720,9552,
2092,13704,9520,
2152,13680,9552,
2152,13704,9512,
2156,13712,9608,
2140,13720,9656,
2140,13672,9564,
2176,13760,9604,
2216,13760,9624,
2140,13704,9632,
2184,13696,9556,
2140,13680,9556,
2168,13680,9512,
2276,13704,9516,
2120,13716,9600,
2160,13696,9716,
2168,13720,9676,
2128,13800,9596,
2144,13856,9744,
2228,13800,9732,
2224,13740,9592,
2208,13744,9544,
2208,13716,9520,
2148,13760,9616,
2096,13696,9684,
2164,13696,9672,
2080,13712,9652,
2136,13700,9652,
2108,13748,9716,
2060,13848,9748,
2076,13748,9792,
2064,13740,9668,
2120,13736,9460,
2128,13764,9536,
2184,13840,9568,
2112,13900,9552,
2096,13732,9472,
2168,13764,9528,
2168,13776,9528,
2172,13688,9596,
2104,13740,9456,
2128,13740,9504,
2064,13768,9624,
2168,13772,9624,
2164,13756,9684,
2164,13860,9692,
2036,13808,9548,
2088,13756,9616,
2036,13832,9736,
2052,13780,9560,
2148,13764,9436,
2116,13748,9440,
2136,13760,9468,
2228,13736,9512,
2168,13756,9532,
2168,13740,9692,
2244,13764,9520,
2192,13764,9544,
2184,13804,9512,
2108,13836,9512,
2184,13836,9612,
2264,13880,9620,
2304,13904,9612,
2316,13844,9468,
2168,13740,9536,
2328,13816,9588,
2336,13808,9576,
2216,13832,9532,
2304,13844,9620,
2420,13836,9768,
2376,13844,9892,
2376,13860,9732,
2464,13776,9680,
2424,13776,9528,
2428,13788,9584,
2388,13812,9584,
2308,13744,9660,
2444,13704,9788,
2392,13688,9668,
2272,13756,9768,
2280,13664,9912,
2324,13732,9800,
2264,13708,9724,
2200,13640,9880,
2164,13588,9820,
2168,13620,9736,
2032,13604,9704,
2032,13600,9744,
2100,13492,9668,
2068,13492,9652,
2080,13448,9736,
2036,13616,9736,
2024,13624,9712,
1972,13560,9616,
1912,13592,9616,
1876,13604,9572,
1792,13616,9740,
1832,13592,9744,
1864,13592,9696,
1732,13640,9636,
1668,13676,9620,
1684,13716,9604,
1808,13652,9544,
1808,13768,9440,
1940,13776,9560,
1900,13776,9552,
1876,13776,9544,
1828,13776,9544,
1956,13832,9600,
2076,13892,9488,
2048,13816,9552,
2040,13864,9568,
2000,13928,9472,
2000,13932,9628,
2104,13964,9632,
2164,13936,9508,
2096,13944,9448,
2124,13924,9476,
2148,14040,9292,
2148,14040,9276,
2228,14060,9316,
2244,14060,9192,
2192,14072,9220,
2336,14180,9220,
2328,14152,9188,
2272,14096,9276,
2288,14124,9296,
2152,14164,9220,
2128,14128,9232,
2184,14140,9216,
2196,14092,9344,
2196,13976,9408,
2208,14048,9528,
2168,14012,9656,
2196,13936,9696,
2196,13836,9684,
2288,13804,9752,
2164,13804,9740,
2100,13792,9756,
2156,13812,9756,
2108,13832,9776,
2128,13712,9652,
2204,13584,9816,
2144,13668,9916,
2240,13624,9952,
2152,13568,9900,
2084,13620,9908,
1912,13600,9916,
1916,13556,9804,
2064,13524,9852,
2068,13580,9736,
2068,13704,9668,
1984,13744,9708,
1968,13744,9780,
2032,13748,9740,
2088,13740,9524,
2072,13676,9524,
2056,13696,9640,
2000,13676,9664,
2048,13764,9580,
2156,13720,9668,
2196,13808,9544,
2136,13788,9520,
2136,13780,9352,
2400,13828,9484,
2448,13752,9360,
2444,13740,9472,
2444,13660,9640,
2400,13816,9492,
2516,13780,9344,
2580,13780,9448,
2660,13824,9448,
2688,13744,9448,
2732,13668,9508,
2784,13612,9668,
2768,13652,9636,
2836,13812,9628,
2688,13844,9532,
2684,13872,9684,
2680,13844,9800,
2688,13792,9688,
2672,13788,9624,
2572,13808,9716,
2512,13708,9748,
2512,13684,9684,
2500,13860,9684,
2404,13860,9772,
2448,13748,9796,
2416,13788,9796,
2324,13876,9752,
2252,13792,9700,
2264,13880,9696,
2216,13860,9796,
2184,13832,9744,
2124,13816,9696,
2044,13828,9804,
1920,13968,9924,
1864,13940,9804,
1968,13928,9832,
1964,13904,9824,
1964,13800,9844,
2008,13892,9936,
1932,13892,9828,
1876,13912,9752,
1984,13736,9752,
1948,13768,9648,
1916,13704,9752,
1832,13724,9796,
1904,13768,9716,
1964,13856,9600,
1924,13868,9752,
1924,13780,9708,
1920,13796,9520,
1888,13716,9616,
1944,13744,9760,
1916,13768,9696,
1916,13792,9596,
1868,13748,9556,
1992,13748,9420,
1868,13724,9548,
1980,13684,9548,
1888,13652,9668,
1884,13624,9636,
1924,13608,9568,
1968,13660,9596,
1940,13680,9644,
2068,13644,9424,
2044,13704,9588,
2004,13676,9464,
1968,13580,9488,
1944,13688,9432,
2128,13752,9456,
2128,13656,9308,
2096,13592,9384,
2036,13592,9556,
2072,13628,9408,
2052,13628,9408,
2024,13596,9432,
1976,13732,9424,
1948,13724,9576,
2048,13640,9624,
2052,13604,9520,
2092,13664,9552,
2072,13712,9664,
2088,13776,9612,
2048,13796,9704,
2004,13768,9632,
1976,13788,9656,
1976,13764,9548,
2032,13760,9552,
2032,13760,9536,
2016,13656,9496,
1920,13772,9496,
2064,13712,9508,
2060,13676,9444,
2120,13616,9528,
2224,13760,9532,
2060,13752,9564,
2076,13736,9584,
2088,13788,9544,
2136,13804,9620,
2200,13864,9704,
2176,13808,9576,
2172,13752,9556,
2172,13804,9472,
2168,13792,9468,
2256,13792,9328,
2284,13768,9340,
2264,13740,9340,
2356,13764,9460,
2328,13800,9460,
2320,13808,9420,
2452,13812,9424,
2588,13864,9444,
2428,13808,9560,
2268,13700,9568,
2236,13756,9488,
2316,13800,9512,
2324,13736,9552,
2332,13748,9396,
2332,13664,9384,
2220,13696,9376,
2300,13696,9408,
2348,13620,9464,
2264,13704,9344,
2360,13696,9344,
2244,13664,9216,
2220,13632,9400,
2284,13612,9388,
2208,13672,9432,
2320,13724,9536,
2240,13696,9500,
2268,13668,9528,
2328,13644,9584,
2276,13700,9472,
2352,13828,9492,
2352,13708,9480,
2264,13660,9460,
2192,13660,9424,
2136,13644,9488,
2140,13752,9528,
2032,13688,9528,
2120,13656,9592,
2128,13632,9604,
2100,13632,9464,
2068,13724,9556,
2104,13724,9584,
1988,13692,9512,
2124,13636,9436,
1956,13708,9468,
1944,13624,9460,
2032,13612,9524,
2032,13596,9572,
1992,13716,9516,
2008,13812,9496,
1940,13812,9288,
1908,13696,9304,
1832,13676,9304,
1872,13664,9372,
1908,13704,9400,
1860,13676,9580,
1848,13724,9584,
1832,13752,9380,
1928,13756,9488,
1960,13712,9492,
1884,13684,9324,
1816,13712,9472,
1796,13668,9424,
1796,13676,9284,
1868,13716,9504,
1896,13732,9592,
1916,13732,9504,
1928,13744,9628,
1952,13744,9628,
2040,13720,9524,
1948,13748,9392,
1972,13740,9624,
2040,13676,9612,
2028,13652,9572,
2028,13600,9596,
2032,13640,9504,
2040,13544,9600,
2072,13556,9624,
2088,13616,9648,
2044,13596,9664,
2044,13580,9600,
2052,13652,9568,
2064,13652,9624,
2100,13664,9416,
2180,13636,9416,
2124,13680,9388,
2168,13780,9520,
2232,13760,9512,
2308,13724,9488,
2240,13832,9368,
2272,14008,9412,
2256,13840,9480,
2324,13924,9416,
2420,13876,9472,
2408,14000,9516,
2340,13980,9512,
2340,14028,9496,
2368,14040,9520,
2356,14040,9568,
2328,13936,9588,
2336,13908,9588,
2368,13900,9484,
2448,13900,9560,
2448,13832,9412,
2372,13828,9368,
2288,13728,9288,
2148,13724,9224,
2148,13708,9144,
2136,13752,9204,
2080,13744,9204,
2048,13768,9348,
1980,13784,9248,
1980,13832,9316,
1904,13820,9344,
1804,13820,9472,
1740,13780,9528,
1812,13732,9528,
1812,13856,9564,
1844,13888,9588,
1816,13944,9700,
1856,13860,9612,
1860,13816,9568,
1868,13816,9732,
1828,13836,9836,
1792,13816,9732,
1944,13772,9692,
1952,13792,9648,
1988,13804,9652,
1988,13792,9652,
1928,13868,9512,
1888,13868,9540,
1976,13836,9488,
1932,13828,9488,
1976,13784,9496,
1876,13788,9356,
1816,13908,9196,
1824,13856,9256,
1896,13952,9124,
1956,13932,9108,
1868,13928,9124,
1940,13816,9208,
2084,13804,9204,
2128,13860,9120,
2128,13908,9132,
2128,13816,9244,
2304,13752,9260,
2420,13752,9288,
2432,13732,9504,
2548,13776,9504,
2664,13800,9436,
2688,13788,9408,
2660,13744,9476,
2744,13672,9480,
2716,13756,9592,
2800,13696,9592,
2756,13732,9512,
2696,13828,9588,
2652,13728,9572,
2600,13724,9604,
2488,13816,9596,
2488,13864,9560,
2580,13852,9652,
2484,13852,9620,
2460,13820,9528,
2452,13840,9528,
2464,13892,9580,
2364,13868,9716,
2240,13852,9600,
2208,13816,9524,
2240,13824,9584,
2240,13932,9668,
2148,13868,9536,
2208,13824,9456,
2164,13828,9656,
2064,13896,9708,
2168,13944,9636,
2168,13892,9528,
2204,13868,9464,
2228,13868,9644,
2244,13944,9568,
2100,13932,9524,
2076,13956,9524,
2100,13912,9472,
2156,13888,9464,
2084,13988,9596,
2132,14004,9568,
2020,13892,9544,
2068,13828,9536,
2016,13816,9596,
2012,13748,9376,
1968,13788,9428,
1936,13876,9436,
1936,13784,9520,
1920,13844,9460,
1892,13844,9472,
1988,13824,9400,
2044,13808,9432,
1820,13836,9432,
1844,13772,9392,
1920,13792,9372,
2008,13768,9448,
2068,13764,9420,
1992,13720,9336,
1964,13728,9360,
2104,13692,9444,
2064,13732,9472,
2068,13736,9480,
2028,13800,9440,
2028,13788,9348,
2044,13740,9396,
1996,13712,9424,
1932,13712,9536,
2112,13684,9512,
2028,13720,9512,
1988,13728,9500,
2032,13688,9588,
2084,13684,9672,
1992,13704,9560,
1976,13744,9556,
2044,13724,9440,
2020,13748,9432,
2032,13752,9544,
1972,13792,9624,
2056,13776,9712,
2108,13728,9652,
2108,13704,9616,
2108,13808,9600,
2028,13808,9544,
2052,13748,9528,
2008,13708,9528,
2080,13748,9516,
2060,13832,9436,
2080,13712,9424,
2168,13664,9476,
2036,13708,9500,
2028,13764,9564,
2076,13780,9496,
2032,13712,9512,
2108,13688,9472,
2112,13732,9472,
2188,13688,9488,
2188,13752,9432,
2192,13640,9472,
2104,13640,9436,
2104,13720,9544,
2128,13764,9544,
2316,13844,9552,
2220,13808,9540,
2228,13876,9560,
2324,13852,9492,
2232,13856,9480,
2312,13788,9460,
2268,13788,9456,
2228,13776,9432,
2288,13804,9648,
2348,13816,9548,
2260,13720,9536,
2260,13788,9612,
2296,13752,9536,
2256,13752,9508,
2188,13768,9588,
2216,13800,9588,
2272,13768,9440,
2312,13772,9332,
2232,13860,9436,
2224,13804,9480,
2244,13800,9544,
2288,13764,9608,
2288,13696,9452,
2372,13720,9472,
2320,13652,9564,
2276,13736,9544,
2164,13792,9432,
2164,13816,9472,
2212,13720,9424,
2284,13720,9396,
2292,13740,9520,
2196,13712,9520,
2216,13724,9428,
2256,13716,9528,
2084,13736,9636,
2184,13716,9536,
2192,13680,9496,
2128,13696,9456,
2160,13652,9552,
2068,13696,9532,
2124,13784,9520,
2104,13704,9484,
2204,13708,9464,
2204,13676,9532,
2180,13688,9484,
2108,13688,9396,
2108,13664,9336,
2228,13636,9336,
2280,13752,9560,
2264,13724,9488,
2192,13676,9376,
2156,13692,9452,
2124,13716,9352,
2028,13736,9400,
2064,13772,9436,
2168,13736,9504,
2092,13716,9392,
2144,13768,9336,
2088,13784,9432,
2088,13752,9396,
2240,13820,9356,
2208,13820,9484,
2176,13816,9392,
1972,13768,9384,
2076,13764,9384,
2144,13724,9444,
2112,13780,9344,
2168,13760,9364,
2224,13712,9532,
2200,13632,9616,
2240,13648,9560,
2152,13764,9412,
2156,13760,9476,
2176,13800,9544,
2140,13712,9488,
2140,13624,9420,
2156,13776,9440,
2168,13776,9448,
2072,13780,9440,
2128,13756,9464,
2032,13760,9464,
2112,13776,9484,
2184,13760,9460,
2188,13752,9360,
2140,13784,9404,
2192,13788,9400,
2196,13828,9420,
2216,13708,9356,
2144,13716,9360,
2132,13740,9312,
2228,13788,9292,
2228,13720,9324,
2228,13760,9464,
2128,13732,9568,
2124,13732,9536,
2236,13728,9288,
2256,13820,9288,
2096,13860,9384,
2036,13748,9420,
2100,13716,9392,
2088,13824,9408,
2112,13900,9520,
2176,13844,9444,
2136,13776,9304,
2100,13788,9312,
2184,13856,9476,
2176,13824,9604,
2176,13836,9552,
2168,13764,9600,
2200,13792,9480,
2212,13792,9396,
2128,13760,9552,
2052,13784,9552,
2160,13772,9384,
2140,13676,9248,
2116,13704,9424,
2156,13744,9480,
2156,13780,9300,
2096,13676,9268,
2108,13708,9328,
2104,13696,9444,
2072,13600,9416,
2156,13652,9412,
2116,13716,9332,
2116,13700,9376,
2096,13676,9420,
2168,13676,9328,
2168,13720,9272,
2204,13724,9272,
2180,13656,9268,
2076,13720,9372,
2108,13776,9324,
2120,13704,9432,
2172,13744,9484,
2064,13764,9416,
2168,13720,9500,
2200,13736,9536,
2108,13824,9476,
2088,13816,9448,
2164,13764,9540,
2164,13768,9556,
2068,13824,9612,
2112,13824,9536,
2144,13900,9588,
2108,13904,9588,
2216,13860,9408,
2176,13872,9376,
2156,13864,9440,
2140,13824,9444,
2152,13920,9492,
2024,13936,9432,
2044,13940,9552,
2180,13776,9524,
2140,13784,9532,
1932,13848,9204,
1988,13840,9392,
1988,13860,9416,
2028,13844,9532,
1996,13844,9484,
2068,13856,9408,
2088,13764,9408,
2048,13780,9396,
2080,13764,9432,
2112,13792,9568,
2076,13764,9584,
2080,13768,9528,
2104,13808,9492,
2168,13804,9268,
2172,13792,9232,
2008,13724,9364,
1992,13768,9648,
1980,13744,9588,
1980,13708,9388,
1952,13756,9472,
2032,13756,9416,
2128,13780,9364,
2060,13780,9364,
1996,13848,9504,
2032,13840,9396,
1984,13760,9364,
1992,13840,9484,
2020,13824,9428,
2072,13812,9364,
2184,13840,9476,
2160,13884,9548,
2152,13816,9508,
2024,13708,9516,
2048,13788,9500,
2048,13728,9560,
2064,13816,9632,
2040,13816,9516,
1992,13744,9460,
2064,13748,9460,
2056,13796,9468,
2072,13784,9424,
2008,13816,9324,
1932,13768,9468,
2032,13780,9608,
2060,13836,9572,
2104,13792,9568,
2116,13816,9668,
2028,13804,9644,
2036,13760,9552,
1924,13768,9472,
1924,13752,9476,
1968,13784,9528,
1936,13784,9464,
1980,13828,9556,
2024,13792,9556,
2072,13768,9664,
2028,13820,9520,
1992,13824,9400,
2024,13860,9624,
2068,13804,9520,
2068,13844,9444,
2128,13916,9476,
2068,13912,9596,
2100,13760,9520,
2024,13724,9512,
2044,13816,9524,
2044,13808,9552,
