timestamp,ax,ay,az,
0.000396728515625,2096,15984,3992,
0.000661373138427734,1956,16008,3944,
0.000918388366699219,2024,16076,3972,
0.00110721588134766,2080,16048,3948,
0.00131034851074219,2120,16060,3864,
0.00150346755981445,2160,15956,3996,
0.00169229507446289,2132,16044,4016,
0.00188755989074707,2180,16016,3856,
0.00208306312561035,2160,15960,4048,
0.00227665901184082,2156,15968,4096,
0.00246858596801758,2104,16012,3996,
0.00266075134277344,2112,16028,3872,
0.00284814834594727,2112,16008,3916,
0.00304698944091797,2036,15996,3796,
0.00324583053588867,2096,16116,3820,
0.0034329891204834,2156,16040,3956,
0.00362467765808105,2112,16040,3972,
0.00382447242736816,2124,16068,4040,
0.00405263900756836,2100,16000,3960,
0.00428032875061035,2180,16032,3960,
0.00447535514831543,2076,16076,3980,
0.00466275215148926,2044,16024,3780,
0.00485348701477051,2092,15908,4036,
0.00504517555236816,2132,16036,4080,
0.00524544715881348,2092,16060,3980,
0.00544166564941406,2032,15996,4056,
0.00563120841979981,2032,16000,3968,
0.00581765174865723,2052,16004,3880,
0.00600886344909668,2068,16040,3832,
0.00619840621948242,2132,16128,3900,
0.00628805160522461,2084,16128,0,
0.00648927688598633,1568,13968,9440,
0.00667929649353027,1548,14016,9380,
0.00686955451965332,1664,14040,9372,
0.00705647468566895,1744,14196,9308,
0.00725388526916504,1708,14152,9296,
0.00744938850402832,1764,14084,9344,
0.00763607025146484,1752,14104,9324,
0.0078272819519043,1752,14200,9048,
0.00801849365234375,1700,14240,9052,
0.00821018218994141,1592,14216,9016,
0.00841188430786133,1604,14216,9024,
0.00860738754272461,1584,14136,9168,
0.00879383087158203,1552,14132,9164,
0.00898909568786621,1480,14092,9164,
0.00917911529541016,1356,14096,9160,
0.00937175750732422,1340,14160,9264,
0.00956249237060547,1288,14028,9368,
0.00978922843933106,1212,14040,9288,
0.0100877285003662,1204,14100,9300,
0.0104517936706543,1144,14068,9200,
0.010791540145874,1056,14104,9232,
0.0111801624298096,956,14092,9308,
0.0115315914154053,1076,14164,9328,
0.0118379592895508,948,14108,9148,
0.0120880603790283,1092,14108,9204,
0.0122878551483154,1056,14084,9336,
0.0124747753143311,1080,14036,9256,
0.0126564502716064,1000,14020,9280,
0.0128569602966309,928,13956,9200,
0.0130703449249268,928,13888,9288,
0.0132737159729004,864,13944,9204,
0.0136532783508301,984,13968,9100,
0.0138494968414307,1060,13968,9216,
0.0141000747680664,1044,13988,9148,
0.0143306255340576,1112,13980,9052,
0.0145304203033447,1136,14056,9052,
0.0147221088409424,1188,13984,9188,
0.0149776935577393,1156,13988,9288,
0.0152299404144287,1240,14040,9284,
0.0154263973236084,1220,14048,9316,
0.0156166553497314,1188,13960,9228,
0.0158195495605469,1344,13972,9140,
0.0160214900970459,1352,13964,9316,
0.0162239074707031,1400,13880,9336,
0.0164320468902588,1360,13968,9448,
0.016627311706543,1368,14056,9456,
0.0168218612670898,1424,14040,9444,
0.0170149803161621,1488,14124,9316,
0.0171992778778076,1468,14112,9328,
