ax,ay,az,
0,0,612,
892,14384,8660,
928,14284,8704,
884,14300,8572,
880,14312,8612,
788,14228,8740,
728,14256,8664,
728,14168,8656,
700,14100,8800,
724,14100,8848,
776,14164,8760,
776,14060,8760,
900,14156,8784,
924,14068,8892,
840,14044,8876,
768,14080,8756,
904,14108,8612,
904,14136,8620,
972,14076,8724,
964,14108,8792,
960,14128,8832,
1044,14216,8844,
980,14160,8876,
980,14232,8872,
952,14260,8748,
952,14288,8680,
976,14288,8740,
904,14324,8720,
1016,14332,8720,
1020,14432,8680,
1084,14404,8668,
984,14484,8740,
1020,14456,8720,
1056,14424,8744,
948,14496,8568,
964,14520,8604,
948,14560,8772,
992,14524,8564,
924,14524,8496,
984,14560,8508,
984,14500,8492,
940,14508,8536,
872,14508,8628,
900,14544,8612,
912,14496,8612,
872,14516,8504,
844,14468,8404,
948,14608,8424,
900,14612,8540,
848,14576,8560,
888,14508,8376,
864,14532,8476,
812,14520,8484,
760,14576,8524,
852,14572,8524,
900,14576,8516,
900,14580,8344,
860,14616,8360,
840,14552,8360,
948,14552,8384,
884,14552,8440,
836,14552,8440,
840,14528,8524,
796,14404,8476,
800,14436,8424,
816,14508,8480,
896,14472,8404,
876,14556,8356,
940,14560,8328,
828,14484,8356,
856,14476,8416,
836,14532,8448,
760,14496,8304,
760,14472,8308,
808,14536,8316,
840,14536,8212,
888,14452,8296,
820,14556,8384,
860,14564,8384,
836,14544,8336,
816,14496,8208,
952,14488,8316,
904,14352,8360,
836,14332,8148,
968,14480,8264,
896,14488,8240,
888,14448,8128,
848,14464,8304,
892,14496,8356,
932,14384,8252,
932,14424,8428,
896,14512,8280,
944,14512,8176,
908,14524,8344,
880,14452,8344,
968,14500,8296,
876,14540,8336,
976,14592,8384,
844,14560,8332,
932,14660,8192,
1024,14592,8240,
912,14548,8320,
928,14564,8384,
976,14616,8344,
952,14576,8452,
980,14592,8260,
980,14596,8364,
980,14600,8280,
1020,14580,8228,
1016,14580,8368,
992,14576,8372,
960,14520,8372,
1048,14528,8384,
992,14544,8348,
984,14600,8340,
1044,14580,8388,
1004,14524,8328,
980,14520,8256,
944,14600,8196,
1000,14604,8224,
1068,14548,8384,
1004,14572,8372,
928,14560,8408,
928,14548,8332,
860,14468,8320,
1004,14468,8412,
1080,14536,8428,
976,14572,8428,
908,14608,8444,
884,14580,8364,
940,14652,8512,
956,14712,8404,
964,14676,8256,
1064,14744,8380,
1028,14804,8424,
1036,14728,8320,
1036,14660,8460,
960,14636,8628,
900,14672,8500,
900,14764,8448,
1028,14772,8368,
1032,14684,8368,
1008,14684,8540,
1124,14676,8484,
1032,14764,8484,
972,14772,8588,
1068,14720,8536,
1008,14688,8624,
920,14720,8628,
976,14728,8484,
952,14748,8424,
988,14648,8464,
992,14684,8600,
1040,14752,8540,
1084,14832,8464,
1088,14868,8476,
1088,14888,8504,
1096,14844,8500,
1132,14844,8444,
1024,14872,8404,
968,14796,8404,
948,14904,8564,
1072,14864,8640,
1068,14776,8604,
1020,14844,8584,
1060,14800,8536,
1068,14868,8412,
1112,14836,8608,
1036,14808,8504,
1052,14844,8312,
1100,14880,8596,
1072,14888,8660,
1072,14844,8616,
1048,14852,8532,
1116,14852,8464,
1180,14768,8464,
1184,14736,8536,
1080,14732,8536,
1060,14836,8548,
1080,14824,8488,
1084,14848,8520,
1084,14796,8612,
1160,14828,8524,
1116,14896,8428,
1096,14904,8648,
1136,14812,8564,
1212,14832,8644,
1156,14952,8560,
1156,14828,8616,
1232,14912,8484,
1160,14912,8480,
1276,14912,8644,
1180,14892,8592,
1104,14904,8592,
1092,14920,8468,
1176,14904,8532,
1288,14932,8620,
1292,14916,8608,
1248,14920,8560,
1236,14908,8588,
1232,14924,8620,
1204,14848,8688,
1272,14836,8552,
1232,14852,8564,
1296,14880,8572,
1296,14852,8688,
1268,14792,8660,
1168,14792,8700,
1232,14792,8620,
1348,14836,8620,
1284,14828,8680,
1260,14752,8608,
1204,14736,8680,
1200,14740,8740,
1136,14764,8736,
1260,14644,8624,
1212,14648,8708,
1192,14776,8692,
1160,14816,8696,
1188,14772,8660,
1280,14692,8624,
1280,14620,8616,
1268,14684,8876,
1140,401204,8632,
1252,14468,8568,
1136,14620,8548,
1184,14648,8552,
1208,14616,8540,
1216,14568,8592,
1208,14532,8564,
1208,14564,8420,
1128,14552,8432,
1264,14552,8432,
1244,14604,8436,
1212,14592,8436,
1168,14704,8436,
1192,14588,8448,
1208,14604,8636,
1108,14600,8540,
1232,14632,8548,
1228,14600,8492,
1212,14632,8496,
1144,14668,8636,
1176,14708,8464,
1188,14636,8348,
1340,14456,8384,
1340,14524,8264,
1340,14568,8388,
1344,14580,8360,
1204,14580,8452,
1124,14568,8460,
1188,14644,8460,
1252,14680,8520,
1244,14696,8564,
1388,14712,8508,
1332,14752,8480,
1368,14680,8516,
1404,14616,8400,
1340,14672,8448,
1376,14628,8464,
1324,14684,8536,
1332,14764,8500,
1268,14732,8392,
1268,14700,8380,
1320,14760,8540,
1376,14760,8532,
1336,14696,8596,
1364,14808,8596,
1448,14840,8672,
1348,14752,8596,
1364,14764,8616,
1424,14748,8568,
1364,14676,8620,
1360,14676,8476,
1444,14668,8572,
1436,14580,8612,
1404,14480,8632,
1424,14564,8536,
1464,14536,8372,
1464,14528,8368,
1480,14548,8500,
1324,14548,8432,
1412,14568,8404,
1508,14500,8404,
1480,14436,8460,
1476,14464,8492,
1388,14428,8412,
1504,14356,8300,
1452,14420,8256,
1476,14332,8312,
1432,14328,8368,
1400,14328,8284,
1556,14320,8380,
1448,14352,8404,
1480,14332,8340,
1480,14268,8288,
1392,14308,8352,
1340,14308,8436,
1260,14388,8372,
1228,14328,8384,
1228,14412,8384,
1188,14408,8516,
1116,14460,8456,
1156,14532,8356,
1140,14488,8368,
1096,14532,8252,
1100,14628,8540,
1020,14528,8512,
996,14552,8420,
1048,14560,8420,
1128,14664,8560,
1128,14672,8428,
1056,14648,8476,
1092,14580,8312,
1156,14580,8456,
1120,14628,8528,
1216,14676,8528,
1188,14604,8376,
1148,14652,8328,
1212,14652,8320,
1260,14668,8420,
1260,14672,8368,
1340,14608,8488,
1348,14720,8504,
1448,14700,8496,
1412,14752,8540,
1468,14784,8576,
1400,14776,8536,
1400,14708,8464,
1396,14780,8552,
1292,14780,8440,
1380,14800,8492,
1436,14772,8492,
1236,14744,8508,
1304,14784,8528,
1340,14808,8572,
1272,14732,8544,
1188,14672,8456,
1316,14664,8628,
1412,14632,8464,
1336,14628,8464,
1340,14600,8556,
1268,14584,8548,
1232,14424,8604,
1232,14416,8472,
1248,14480,8612,
1312,14480,8480,
1220,14460,8456,
1152,14384,8456,
1196,14292,8636,
1284,14328,8536,
1296,14296,8412,
1252,14272,8608,
1228,14164,8540,
1292,14196,8544,
1336,14168,8492,
1320,14160,8512,
1380,14220,8508,
1308,14248,8528,
1416,14208,8596,
1416,14208,8700,
1488,14236,8696,
1404,14236,8648,
1384,14308,8612,
1448,14352,8612,
1496,14344,8592,
1548,14460,8664,
1496,14376,8652,
1568,14384,8552,
1500,14468,8588,
1524,14452,8508,
1592,14448,8376,
1544,14508,8564,
1564,14600,8600,
1536,14584,8408,
1516,14540,8368,
1516,14656,8308,
1556,14668,8424,
1420,14668,8448,
1464,14580,8388,
1508,14672,8532,
1460,14620,8532,
1604,14600,8340,
1572,14608,8420,
1504,14644,8360,
1452,14624,8456,
1540,14624,8448,
1460,14532,8468,
1380,14572,8548,
1440,14632,8448,
1304,14600,8340,
1464,14588,8384,
1464,14584,8500,
1316,14616,8392,
1352,14516,8568,
1284,14516,8540,
1308,14612,8584,
1240,14640,8584,
1228,14564,8656,
1148,14644,8604,
1196,14584,8636,
1256,14576,8512,
1180,14588,8488,
1180,14600,8672,
1212,14636,8660,
1140,14700,8632,
1176,14644,8540,
1220,14592,8488,
1220,14576,8652,
1220,14564,8524,
1208,14540,8456,
1100,14540,8460,
1064,14580,8580,
1180,14664,8580,
1268,14688,8624,
1236,14636,8420,
1148,14556,8344,
1280,14672,8520,
1288,14648,8500,
1248,14568,8460,
1256,14576,8464,
1308,14532,8464,
1316,14468,8432,
1380,14492,8340,
1356,14564,8368,
1356,14604,8468,
1284,14576,8484,
1216,14576,8440,
1324,14532,8580,
1216,14512,8580,
1280,14564,8480,
1328,14616,8472,
1280,14468,8604,
1176,14536,8496,
1256,14588,8448,
1228,14560,8540,
1352,14488,8512,
1312,14552,8524,
1392,14480,8548,
1400,14444,8560,
1400,14440,8516,
1400,14516,8568,
1404,14560,8452,
1428,14560,8480,
1528,14600,8480,
1484,14540,8452,
1344,14568,8452,
1352,14544,8544,
1400,14520,8496,
1400,14492,8428,
1268,14428,8432,
1344,14412,8556,
1356,14484,8616,
1360,14480,8500,
1332,14580,8428,
1364,14528,8360,
1344,14584,8416,
1344,14612,8540,
1268,14508,8668,
1308,14556,8616,
1344,14556,8532,
1264,14636,8660,
1276,14668,8660,
1336,14656,8644,
1148,14588,8440,
1224,14520,8552,
1204,14564,8580,
1172,14540,8548,
1192,14604,8524,
1124,14616,8552,
1144,14564,8524,
1188,14524,8548,
1144,14456,8524,
1072,14544,8572,
1072,14612,8540,
1052,14576,8664,
1156,14576,8684,
1184,14600,8660,
1172,14524,8660,
1192,14596,8652,
1096,14580,8704,
1088,14536,8732,
1040,14628,8636,
972,14620,8604,
1044,14644,8520,
984,14640,8544,
1028,14608,8620,
1008,14612,8552,
980,14704,8608,
984,14716,8640,
984,14676,8652,
1016,14596,8644,
1052,14596,8568,
1004,14596,8624,
960,14720,8624,
1032,14748,8608,
1088,14908,8560,
1072,14848,8556,
1104,14788,8596,
1020,14732,8560,
1068,14720,8500,
960,14748,8464,
868,14788,8504,
924,14804,8616,
968,14768,8632,
1040,14732,8652,
1040,14700,8504,
956,14684,8460,
900,14736,8444,
884,14736,8496,
996,14740,8524,
924,14764,8524,
872,14712,8456,
936,14668,8532,
904,14736,8528,
960,14728,8652,
1008,14764,8528,
944,14808,8384,
980,14788,8244,
1092,14660,8384,
1156,14688,8436,
1088,14716,8328,
1108,14664,8352,
1108,14548,8360,
972,14700,8356,
1136,14700,8308,
1224,14648,8396,
1240,14696,8396,
1276,14648,8408,
1220,14632,8472,
1176,14632,8464,
1196,14684,8428,
1216,14736,8452,
1256,14720,8592,
1320,14640,8536,
1236,14700,8384,
1252,14724,8504,
1304,14684,8476,
1308,14692,8516,
1308,14668,8548,
1240,14676,8440,
1236,14676,8564,
1260,14692,8516,
1292,14688,8572,
1292,14664,8572,
1380,14716,8512,
1396,14776,8512,
1412,14724,8432,
1464,14688,8400,
1368,14656,8500,
1340,14732,8540,
1320,14736,8464,
1428,14664,8540,
1396,14656,8616,
1344,14620,8652,
1344,14696,8508,
1340,14704,8468,
1312,14636,8432,
1420,14636,8528,
1348,14648,8460,
1356,14688,8460,
1304,14648,8264,
1316,14704,8464,
1200,14728,8612,
1212,14620,8440,
1220,14580,8540,
1308,14564,8700,
1180,14544,8588,
1144,14548,8568,
1156,14600,8572,
1068,14564,8588,
1096,14568,8588,
1096,14504,8616,
1084,14500,8608,
1092,14500,8524,
1104,14492,8412,
1148,14460,8412,
1244,14468,8412,
1104,14476,8504,
1120,14468,8572,
1204,14488,8428,
1208,14504,8424,
1224,14612,8308,
1216,14576,8208,
1224,14584,8368,
1316,14528,8464,
1280,14548,8308,
1288,14496,8364,
1288,14520,8280,
1232,14460,8396,
1284,14460,8304,
1352,14552,8272,
1404,14568,8280,
1352,14532,8280,
1344,14552,8308,
1224,14564,8256,
1424,14496,8208,
1340,14488,8224,
1328,14528,8292,
1236,14524,8376,
1204,14428,8404,
1244,14476,8352,
1168,14596,8320,
1200,14548,8384,
1200,14560,8312,
1256,14512,8232,
1212,14584,8208,
1192,14584,8344,
1192,14536,8272,
1264,14576,8272,
1280,14472,8132,
1252,14532,8312,
1168,14632,8320,
1144,14672,8292,
1184,14732,8380,
1140,14768,8552,
1048,14816,8672,
960,14908,8872,
948,14912,9092,
912,14908,8948,
828,14852,8952,
828,14820,9040,
872,14824,8952,
784,14824,9016,
756,14788,9056,
780,14808,9056,
804,14844,9028,
892,14804,8928,
896,14724,8840,
992,14728,8872,
860,14680,8824,
848,14692,8804,
908,14568,8724,
912,14536,8656,
1092,14552,8628,
1016,14500,8692,
1076,14424,8604,
1076,14344,8608,
1164,14296,8604,
1108,14296,8564,
1152,14344,8488,
1204,14308,8436,
1336,14284,8436,
1340,14204,8388,
1400,14372,8584,
1464,14444,8440,
1600,14468,8516,
1720,14460,8488,
1808,14536,8540,
1788,14576,8396,
1864,14724,8476,
1932,14720,8424,
2004,14776,8384,
2104,14868,8264,
2104,14924,8384,
2032,14932,8360,
2104,14932,8400,
2000,14816,8492,
2004,14772,8492,
2088,14732,8476,
2040,14652,8256,
1948,14592,8400,
1912,14568,8600,
2008,14420,8500,
1936,14356,8520,
1860,14304,8660,
1912,14300,8664,
1968,14364,8644,
1936,14376,8520,
1892,14480,8576,
1892,14520,8504,
1904,14564,8504,
1920,14564,8472,
1924,14520,8544,
1896,14580,8544,
1884,14592,8504,
1852,14540,8516,
1892,14616,8468,
1896,14608,8476,
1916,14548,8448,
1928,14416,8464,
1860,14396,8428,
1860,14444,8368,
1912,14512,8504,
1856,14468,8476,
1796,14400,8488,
1796,14408,8476,
1740,14420,8540,
1856,14420,8436,
1724,14440,8588,
1696,14404,8528,
1776,14284,8528,
1776,14424,8500,
1800,14444,8492,
1784,14388,8456,
1684,14400,8516,
1692,14524,8504,
1600,14584,8492,
1560,14516,8460,
1700,14472,8476,
1744,14552,8556,
1668,14532,8484,
1700,14556,8380,
1700,14600,8428,
1680,14652,8404,
1636,14652,8448,
1800,14588,8360,
1740,14552,8360,
1700,14424,8424,
1748,14416,8464,
1748,14488,8448,
1732,14576,8556,
1696,14464,8612,
1656,14428,8548,
1664,14388,8396,
1624,14456,8412,
1636,14404,8456,
1760,14356,8492,
1816,14392,8532,
1816,14312,8464,
1724,14192,8644,
1796,14192,8532,
1680,14152,8528,
1728,14308,8528,
1748,14244,8588,
1748,14232,8604,
1824,14288,8540,
1788,14244,8492,
1788,14244,8564,
1740,14276,8440,
1848,14248,8552,
1768,14156,8532,
1736,14192,8436,
1824,14224,8340,
1752,14320,8508,
1752,14356,8488,
1812,14320,8468,
1920,14320,8300,
1800,14292,8328,
1780,14276,8192,
1744,14312,8192,
1740,14232,8208,
1716,14208,8240,
1772,14364,8152,
1688,14340,8216,
1660,14348,8200,
1628,14260,8248,
1556,14316,8176,
1600,14288,8288,
1620,14288,8220,
1704,14364,8272,
1704,14400,8448,
1588,14384,8440,
1552,14360,8560,
1580,14360,8380,
1604,14468,8416,
1548,14488,8416,
1504,14484,8408,
1376,14368,8400,
1424,14408,8412,
1556,14476,8484,
1484,14432,8412,
1472,14432,8448,
1568,14416,8504,
1444,14452,8452,
1420,14392,8416,
1388,14272,8312,
1472,14312,8392,
1472,14276,8292,
1468,14336,8208,
1440,14336,8348,
1448,14384,8360,
1452,14440,8360,
1476,14388,8404,
1580,14452,8284,
1512,14468,8304,
1356,14484,8412,
1416,14480,8376,
